,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Event Source,Event Souce ID
2315,UEI-IMD-FL-1995-0158,1995-09-04,1995-09-04,1.0,heavy rains,,Delhi,,,,,,,,,,IMD,
2316,UEI-IMD-FL-1995-0159,1995-09-06,1995-09-07,2.0,heavy rains,,Delhi,,,,,2,,,,1 woman and a child died,IMD,
2317,UEI-IMD-FL-1995-0160,1995-09-09,1995-09-09,1.0,heavy rains,,Delhi,,,,,1,,,,1 labour died due to falling of roof of three storeyed factory,IMD,
2318,UEI-IMD-FL-1996-0001,1996-08-01,1996-08-31,31.0,severe flood,,"Adilabad, East Godavari, Guntur, Hyderabad, Krishna, Medak, Nalgondam Nizamabad, Visakhapatnam and Vizianagaram",,,,,68,,,,68 persons died,IMD,
2319,UEI-IMD-FL-1996-0002,1996-09-01,1996-09-30,30.0,severe flood,,"Anantapur, Cuddapah, Hyderabad and Kurnool",,,,,33,,,,33 persons died,IMD,
2320,UEI-IMD-FL-1996-0003,1996-10-01,1996-10-03,3.0,severe flood,,"Adilabad, Anantpur, Cuddapah, East Godavari, Guntur, Kurnool, Medak, Mehbubnagar, Nellore,Nizamabad, Prakasam, Visakhapatnam and Vizianagaram",,,,,61,,,154,i)61 persons died ii)154 cattleheads perished,IMD,
2321,UEI-IMD-FL-1996-0004,1996-10-17,1996-10-21,5.0,severe flood,,"Anantapur, Chittoor, Cuddapath, east Godavari, Guntur, Krishna, Kurnool, Nellore, Prakasam, Visakhapatnam and West Godavari",,,,,338,,,"45,059","i)338 persons died of whih 259 from Prakasam district alone ii)45,059 cattleheads perished",IMD,
2322,UEI-IMD-FL-1996-0005,1996-05-14,1996-05-14,1.0,heavy rains,,Lohit and Papum-Pare,,,,,,,,,,IMD,
2323,UEI-IMD-FL-1996-0006,1996-06-28,1996-07-12,15.0,severe flood,,"Dibang valley, East Kameng, Lohit, East Siang, Upper Subansiri, Tawang and West Kameng",,,,,,,,,,IMD,
2324,UEI-IMD-FL-1996-0007,1996-07-16,1996-07-16,1.0,flash flood,,Lohit,,,,,,,,,,IMD,
2325,UEI-IMD-FL-1996-0008,1996-05-12,1996-05-12,1.0,flash flood,,Nalbari ,,,,,,,,,,IMD,
2326,UEI-IMD-FL-1996-0009,1996-05-13,1996-05-14,2.0,flash flood,,Lakhimpur,,,,,,,,,,IMD,
2327,UEI-IMD-FL-1996-0010,1996-05-15,1996-05-29,15.0,severe flood,,Dhemaji,,,,,,,,,,IMD,
2328,UEI-IMD-FL-1996-0011,1996-05-16,1996-05-16,1.0,flash flood,,Lakhimpur,,,,,,,,,,IMD,
2329,UEI-IMD-FL-1996-0012,1996-05-21,1996-05-21,1.0,flash flood,,Kamrup ,,,,,,,,,,IMD,
2330,UEI-IMD-FL-1996-0013,1996-05-22,1996-05-22,1.0,flash flood,,Lakhimpur,,,,,,,,,,IMD,
2331,UEI-IMD-FL-1996-0014,1996-06-08,1996-06-08,1.0,flash flood,,Dhemaji,,,,,,,,,,IMD,
2332,UEI-IMD-FL-1996-0015,1996-07-27,1996-07-31,5.0,severe flood,,"Barpeta, Bongaingaon, Darrang, Dhemaji, Dhubri, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Kokrajarh, Morigaon, Nagaon, Nalbari, North Lakhimpur, Sibsagar, Sonitpur and Tinsukia",,,,,27,,,,27 persons died,IMD,
2333,UEI-IMD-FL-1996-0016,1996-08-12,1996-09-03,23.0,severe flood,,"Cachar, Darrang, Dhemaji, Golaghat, Jrhat, kamrup, Karimganj, Nagaon, Sibsagar and Sonitpur",,,,,7,,,,7 persons died in Dhemaji,IMD,
2334,UEI-IMD-FL-1996-0017,1996-10-29,1996-10-29,1.0,heavy rains,,Guwahati,,,,,,,,,,IMD,
2335,UEI-IMD-FL-1996-0018,1996-01-16,1996-01-16,1.0,heavy rains,,Begusarai,,,,,,,,,,IMD,
2336,UEI-IMD-FL-1996-0019,1996-07-19,1996-07-20,2.0,severe flood,,Darbhanga and Madhubani,,,,,,,,,,IMD,
2337,UEI-IMD-FL-1996-0020,1996-07-01,1996-07-31,31.0,severe flood,,Entire State,,,,,25,,,,25 persons died,IMD,
2338,UEI-IMD-FL-1996-0021,1996-08-01,1996-08-07,7.0,severe flood,,"Araria, Madhubani, Saharsa and Sitamarhi",,,,,51,,,,51 persons died,IMD,
2339,UEI-IMD-FL-1996-0022,1996-06-19,1996-06-20,2.0,heavy rains,,South Goa,,,,,,,,,,IMD,
2340,UEI-IMD-FL-1996-0023,1996-07-26,1996-07-27,2.0,severe flood,,Bharuch and Vadodara,,,,,4,,,,4 persons injured due to house collapsed,IMD,
2341,UEI-IMD-FL-1996-0024,1996-03-21,1996-03-22,2.0,heavy rains,,Entire State,,,,,,,,,,IMD,
2342,UEI-IMD-FL-1996-0025,1996-06-26,1996-06-27,2.0,flash flood,,Faridabad and Gurgaon,,,,,7,,,,7 persons died,IMD,
2343,UEI-IMD-FL-1996-0026,1996-08-03,1996-08-03,1.0,heavy rains,,Rohtak,,,,,,,,,,IMD,
2344,UEI-IMD-FL-1996-0027,1996-08-10,1996-08-15,6.0,heavy rains,,Entire State,,,,,,,,,,IMD,
2345,UEI-IMD-FL-1996-0028,1996-09-08,1996-09-10,3.0,heavy rains,,Entire State,,,,,1,,,,1 persons died due to wall collapse,IMD,
2346,UEI-IMD-FL-1996-0029,1996-03-17,1996-03-17,1.0,heavy rains,,Kullu,,,,,,,,,,IMD,
2347,UEI-IMD-FL-1996-0030,1996-06-19,1996-06-19,1.0,heavy rains,,Solan,,,,,2,,,,2 children washed away in a swollen nullah,IMD,
2348,UEI-IMD-FL-1996-0031,1996-06-27,1996-06-27,1.0,heavy rains,,Kangra,,,,,11,,,,11 person sdied at Palampur,IMD,
2349,UEI-IMD-FL-1996-0032,1996-07-01,1996-07-01,1.0,heavy rains,,Bilaspur,,,,,2,1,,,2 persons died and another injured due to house collapse,IMD,
2350,UEI-IMD-FL-1996-0033,1996-07-14,1996-07-23,10.0,heavy rains,,Entire State,,,,,7,,,,7 persons died,IMD,
2351,UEI-IMD-FL-1996-0034,1996-08-03,1996-08-03,1.0,heavy rains,,Hamirpur,,,,,2,,,350,i)2 personss died ii)350 cattlleheads perished,IMD,
2352,UEI-IMD-FL-1996-0035,1996-08-13,1996-08-13,1.0,heavy rains,,Shimla,,,,,2,,,,2 persons died due to a landslide,IMD,
2353,UEI-IMD-FL-1996-0036,1996-08-15,1996-08-15,1.0,heavy rains,,Entire State,,,,,,,,3,3 cattleheads perished,IMD,
2354,UEI-IMD-FL-1996-0037,1996-09-08,1996-09-09,2.0,heavy rains,,Entire State,,,,,3,,,,3 persons including 1 child died,IMD,
2355,UEI-IMD-FL-1996-0038,1996-02-24,1996-02-24,1.0,heavy rains,,Kashmir Valley,,,,,,,,,,IMD,
2356,UEI-IMD-FL-1996-0039,1996-03-16,1996-03-17,2.0,heavy rains,,Entire State,,,,,3,,,,3 persosn died,IMD,
2357,UEI-IMD-FL-1996-0040,1996-06-17,1996-06-20,4.0,severe floods,,Kashmir Valley,,,,,4,,,,4 persons died,IMD,
2358,UEI-IMD-FL-1996-0041,1996-06-22,1996-06-28,7.0,severe flood,,Entire State,,,,,15,,,,15 persons died,IMD,
2359,UEI-IMD-FL-1996-0042,1996-08-21,1996-08-26,6.0,severe flood,,"Doda, Jammu, Kashmir Valley, Kathua, Rajauri and Udahampur",,,,,241,,,,241 persons died,IMD,
2360,UEI-IMD-FL-1996-0043,1996-06-13,1996-06-15,3.0,heavy rains,,"Bengaluru, Bellary, Bijapur, Dakshin Kannada and Kolar",,,,,29,15,,,29 persons died and 15 other injured,IMD,
2361,UEI-IMD-FL-1996-0044,1996-06-14,1996-06-14,1.0,heavy rains,,Bengaluru,,,,,9,12,,,9 persons died and 12 other injured in a building collapsed at J.P. Nagar area,IMD,
2362,UEI-IMD-FL-1996-0045,1996-08-11,1996-08-11,1.0,heavy rains,,Bengaluru,,,,,2,7,,,2 persons died and 7 injured,IMD,
2363,UEI-IMD-FL-1996-0046,1996-08-26,1996-08-26,1.0,heavy rains,,Raichur,,,,,,,,,,IMD,
2364,UEI-IMD-FL-1996-0047,1996-08-01,1996-08-31,31.0,severe flood,,Entire State,,,,,137,,,"4,456","i)137 persons died ii)4,456 cattleheads perished",IMD,
2365,UEI-IMD-FL-1996-0048,1996-09-22,1996-09-28,7.0,severe flood,,Bijapur,,,,,,,,,,IMD,
2366,UEI-IMD-FL-1996-0049,1996-10-01,1996-10-02,2.0,heavy rains,,"Belgaum, Bellary, Dharwad and Raichur",,,,,15,12,,,15 persons died and 12 other injured,IMD,
2367,UEI-IMD-FL-1996-0050,1996-06-03,1996-06-03,1.0,heavy rains,,Kottayam,,,,,,,,,,IMD,
2368,UEI-IMD-FL-1996-0051,1996-06-13,1996-06-13,1.0,heavy rains,,Thiruvananthapuram,,,,,,,,,,IMD,
2369,UEI-IMD-FL-1996-0052,1996-06-14,1996-06-15,2.0,heavy rains,,"Alappuzha, Ernakulam, Idukki, Kannur, Kasaragode, Kottayam, Kozhikode, Malappuram, Thrissur and Waynad",,,,,1,,,,1 person died at Kozhikode,IMD,
2370,UEI-IMD-FL-1996-0053,1996-06-16,1996-06-22,7.0,heavy rains,,Entire State,,,,,24,,,,24 persons died,IMD,
2371,UEI-IMD-FL-1996-0054,1996-06-17,1996-06-17,1.0,heavy rains,,Thiruvananthapuram,,,,,,,,,,IMD,
2372,UEI-IMD-FL-1996-0055,1996-06-20,1996-06-20,1.0,heavy rains,,Kozhikode and Thiruvananthapuram,,,,,2,,,,2 persosn died at Mavoor in Kozhikode,IMD,
2373,UEI-IMD-FL-1996-0056,1996-07-20,1996-07-21,2.0,heavy rains,,Idukki and Pathanamthitta,,,,,,,,,,IMD,
2374,UEI-IMD-FL-1996-0057,1996-07-24,1996-07-24,1.0,heavy rains,,Idukki and Kozhikode,,,,,,,,,,IMD,
2375,UEI-IMD-FL-1996-0058,1996-08-08,1996-08-08,1.0,heavy rains,,Thiruvananthapuram,,,,,,,,,,IMD,
2376,UEI-IMD-FL-1996-0059,1996-08-12,1996-08-12,1.0,heavy rains,,Idukki,,,,,,,,,1 child died,IMD,
2377,UEI-IMD-FL-1996-0060,1996-08-23,1996-08-23,1.0,heavy rains,,Kottayam,,,,,,,,,,IMD,
2378,UEI-IMD-FL-1996-0061,1996-09-11,1996-09-11,1.0,heavy rains,,Idukki,,,,,,,,,,IMD,
2379,UEI-IMD-FL-1996-0062,1996-06-17,1996-06-19,3.0,heavy rains,,Bastar,,,,,,,,,,IMD,
2380,UEI-IMD-FL-1996-0063,1996-07-01,1996-07-01,1.0,heavy rains,,Bilaspur,,,,,2,1,,,2 persons died and another injured in a house collapsed,IMD,
2381,UEI-IMD-FL-1996-0064,1996-07-24,1996-07-27,4.0,heavy rains,,Bhopal and neighbourhood,,,,,8,,,,8 persons died,IMD,
2382,UEI-IMD-FL-1996-0065,1996-08-04,1996-08-04,1.0,heavy rains,,Damoh,,,,,2,,,,2 persons died,IMD,
2383,UEI-IMD-FL-1996-0066,1996-08-05,1996-08-05,1.0,heavy rains,,Bhopal,,,,,,,,,,IMD,
2384,UEI-IMD-FL-1996-0067,1996-08-21,1996-08-24,4.0,heavy rains,,"Bhopal, Morena and Raigarh",,,,,2,,,10,i)2 persons died ii)10 cattleheads perished,IMD,
2385,UEI-IMD-FL-1996-0068,1996-06-09,1996-06-09,1.0,heavy rains,,Thane,,,,,4,8,,,4 persons died and 8 other injured due to landslides ,IMD,
2386,UEI-IMD-FL-1996-0069,1996-06-14,1996-06-18,5.0,heavy rains,,Ratnagiri,,,,,,1,,10,i)1 woman washed away in Rajapur Taluka ii)10 cattleheads perished,IMD,
2387,UEI-IMD-FL-1996-0070,1996-06-15,1996-06-15,1.0,heavy rains,,Nasik,,,,,5,,,,5 persons died due to house collapsed,IMD,
2388,UEI-IMD-FL-1996-0071,1996-06-17,1996-06-17,1.0,heavy rains,,Mumbai,,,,,,,,,,IMD,
2389,UEI-IMD-FL-1996-0072,1996-06-18,1996-06-19,2.0,heavy rains,,"Kolhapur, Mumbai, Thane and Pune",,,,,6,9,,,i)6 fishermen reported missing when a trawler capsized in high sea ii)9 persons injured due to wall collapsed in Dahisar,IMD,
2390,UEI-IMD-FL-1996-0073,1996-06-21,1996-06-22,2.0,heavy rains,,Ratnagiri,,,,,3,,,,3 persons died,IMD,
2391,UEI-IMD-FL-1996-0074,1996-07-02,1996-07-02,1.0,heavy rains,,Mumbai,,,,,,,,,,IMD,
2392,UEI-IMD-FL-1996-0075,1996-07-11,1996-07-11,1.0,heavy rains,,Mumbai,,,,,1,11,,,1 child died and 11 other injured in Dharavi area,IMD,
2393,UEI-IMD-FL-1996-0076,1996-07-15,1996-07-21,7.0,heavy rains,,Mumbai and Thane,,,,,16,6,,,i)15 persons died and 6 other injured ii)1 child died due to wall collapse in Borivali,IMD,
2394,UEI-IMD-FL-1996-0077,1996-08-25,1996-08-25,1.0,heavy rains,,Mumbai,,,,,,,,,,IMD,
2395,UEI-IMD-FL-1996-0078,1996-08-27,1996-08-27,1.0,heavy rains,,Amravati,,,,,,3,,,3 women drowned in a nullah at Kurla in Morshi tehsil,IMD,
2396,UEI-IMD-FL-1996-0079,1996-08-29,1996-08-29,1.0,heavy rains,,Jalna and Nanded,,,,,7,,,,7 persons died,IMD,
2397,UEI-IMD-FL-1996-0080,1996-09-04,1996-09-04,1.0,heavy rains,,Solapur,,,,,,2,,,2 persons injured due to wall collapse in Umerga taluka,IMD,
2398,UEI-IMD-FL-1996-0081,1996-09-10,1996-09-15,6.0,severe flood,,"Beed, Latur and Nanded",,,,,8,,,,8 persons died in which 5 from Beed and 3 from Nanded district,IMD,
2399,UEI-IMD-FL-1996-0082,1996-09-26,1996-10-05,10.0,heavy rains,,Entire State,,,,,34,,,2003,i)26 persons died and 8 other missing ii)3 cattleheads and 2000 birds perished,IMD,
2400,UEI-IMD-FL-1996-0083,1996-10-02,1996-10-02,1.0,heavy rains,,Pune,,,,,4,2,,,4 persons died and 2 other injured,IMD,
2401,UEI-IMD-FL-1996-0084,1996-10-05,1996-10-05,1.0,heavy rains,,Sangli,,,,,4,,,,4 persons died,IMD,
2402,UEI-IMD-FL-1996-0085,1996-10-22,1996-10-22,1.0,heavy rains,,Ahmednagar,,,,,1,,,,1 person drowned,IMD,
2403,UEI-IMD-FL-1996-0086,1996-10-15,1996-10-21,7.0,heavy rains,,Pune and Satara,,,,,,,,,,IMD,
2404,UEI-IMD-FL-1996-0087,1996-07-29,1996-07-29,1.0,flash flood,,"East Garo Hills, South Garo Hills and West Garo Hills",,,,,7,,,,7 persons died,IMD,
2405,UEI-IMD-FL-1996-0088,1996-10-08,1996-10-08,1.0,heavy rains,,Chhimtuipui,,,,,,,,,,IMD,
2406,UEI-IMD-FL-1996-0089,1996-07-23,1996-07-23,1.0,heavy rains,,Koraput,,,,,,,,,,IMD,
2407,UEI-IMD-FL-1996-0090,1996-06-19,1996-06-19,1.0,heavy rains,,Ferozepur,,,,,2,,,,1 woman and her son died under a house collapsed at Panjkori village near Abohar,IMD,
2408,UEI-IMD-FL-1996-0091,1996-06-26,1996-06-26,1.0,heavy rains,,Moga,,,,,,,,,,IMD,
2409,UEI-IMD-FL-1996-0092,1996-08-03,1996-08-03,1.0,heavy rains,,Entire State,,,,,,,,,,IMD,
2410,UEI-IMD-FL-1996-0093,1996-08-18,1996-08-18,1.0,heavy rains,,Entire State,,,,,,,,,,IMD,
2411,UEI-IMD-FL-1996-0094,1996-09-09,1996-09-09,1.0,heavy rains,,Patiala,,,,,1,,,,1 person died,IMD,
2412,UEI-IMD-FL-1996-0095,1996-06-20,1996-06-26,7.0,severe flood,,"Alwar, Bharatpur, Bikaner, Churu, Dausa, hanumangarh, Jaipur, Jaisalmer, jhunjhunu, Jodhpur, Nagaur, Sikar and Udaipur",,,,,58,,,,58 persond died,IMD,
2413,UEI-IMD-FL-1996-0096,1996-07-26,1996-07-26,1.0,heavy rains,,Jhalawar,,,,,2,,,,2 persons died,IMD,
2414,UEI-IMD-FL-1996-0097,1996-08-06,1996-08-06,1.0,heavy rains,,Bharatpur and Jodhpur,,,,,2,,,,2 persons died,IMD,
2415,UEI-IMD-FL-1996-0098,1996-08-23,1996-08-25,3.0,heavy rains,,"Alwar, Bharatpur, Dholpur, Jaipur, Kota and Tonk",,,,,,,,,,IMD,
2416,UEI-IMD-FL-1996-0099,1996-09-05,1996-09-05,1.0,heavy rains,,Ajmer,,,,,1,,,,1 person died,IMD,
2417,UEI-IMD-FL-1996-0100,1996-09-08,1996-09-09,2.0,heavy rains,,"Ajmer, Alwar and Bharatpur",,,,,13,,,,13 persons died of which 6 in Alwar district alone,IMD,
2418,UEI-IMD-FL-1996-0101,1996-10-05,1996-10-05,1.0,heavy rains,,Gangatok,,,,,7,,,,7 persons died due to house collapsed,IMD,
2419,UEI-IMD-FL-1996-0102,1996-06-14,1996-06-15,2.0,heavy rains,,"Chennai, Caddalore, Coimbatore and Tanjavur",,,,,14,,,,14 perosns died,IMD,
2420,UEI-IMD-FL-1996-0103,1996-10-17,1996-10-19,3.0,severe flood,,"Chengalpattu, MGR, Chennai, Dharmapuri, Dindigul, Kanniyakumari, Madurai, Nagapattinam, Salem, Tirunelveli, Tiruchirapali and Tiruvannamalai",,,,,21,,,78,i)21 persons died ii)78 cattleheads perished,IMD,
2421,UEI-IMD-FL-1996-0104,1996-11-17,1996-11-28,12.0,heavy rains,,"Chennai, Nagapattinam and Tanjavur",,,,,5,,,,5 persons died due to house collapse in Chennai,IMD,
2422,UEI-IMD-FL-1996-0105,1996-12-12,1996-12-18,7.0,heavy rains,,Entire State,,,,,135,,,"2,738","i)135 persons died ii)2,738 cattleheads perished",IMD,
2423,UEI-IMD-FL-1996-0106,1996-07-02,1996-07-02,1.0,heavy rains,,West Tripura,,,,,8,40,,,8 person died and 40 other injured when a Government store house collapse,IMD,
2424,UEI-IMD-FL-1996-0107,1996-07-18,1996-07-18,1.0,heavy rains,,Pithoragarh,,,,,25,9,,,25 persons died and 9 other injured in several incidences of house collapse,IMD,
2425,UEI-IMD-FL-1996-0108,1996-07-23,1996-07-23,1.0,flash flood,,Bahraich,,,,,,,,,,IMD,
2426,UEI-IMD-FL-1996-0109,1996-07-24,1996-07-24,1.0,heavy rains,,Bara Banki,,,,,5,,,,5 persons died,IMD,
2427,UEI-IMD-FL-1996-0110,1996-08-13,1996-08-19,7.0,heavy rains,,"Allahaba, Bareilly and Etawah",,,,,10,3,,50,i)10 person died and 3 other injured ii)50 cattleheads perished,IMD,
2428,UEI-IMD-FL-1996-0111,1996-08-21,1996-08-21,1.0,severe flood,,"Bahraich, Bara Banki, Faizabad, Gonda and Gorakhpur",,,,,18,,,,i)18 persons died ii)Hundreds of cattleheads perished,IMD,
2429,UEI-IMD-FL-1996-0112,1996-08-22,1996-08-23,2.0,severe flood,,"Allahabad, Ballia, Banda, Etawah, Ghazipur, Garhwal, Gorakhpur, Hamirpur and Varanasi",,,,,,12,,,12 persons drowned in which 2 from Dumbri village in Varanasi district,IMD,
2430,UEI-IMD-FL-1996-0113,1996-09-13,1996-09-13,1.0,heavy rains,,Hardoi,,,,,1,,,3,i)1 person died ii)3 cattleheads persihed in wall collapse,IMD,
2431,UEI-IMD-FL-1996-0114,1996-06-19,1996-06-20,2.0,heavy rains,,Kolkata,,,,,,5,,,5 pers injured,IMD,
2432,UEI-IMD-FL-1996-0115,1996-06-23,1996-06-23,1.0,heavy rains,,Bardhaman,,,,,1,2,,,1 woman died and 2 other including a child injured due to wall collapse,IMD,
2433,UEI-IMD-FL-1996-0116,1996-07-12,1996-07-13,2.0,severe flood,,"Coochbehar, Darjeeling and Jalpaiguri",,,,,100,,,,About 100 people died,IMD,
2434,UEI-IMD-FL-1996-0117,1996-07-15,1996-07-21,7.0,severe flood,,Dakshin Dinajpur,,,,,7,,,,7 persons died,IMD,
2435,UEI-IMD-FL-1996-0118,1996-08-07,1996-08-07,1.0,heavy rains,,Kolkata,,,,,,,,,,IMD,
2436,UEI-IMD-FL-1996-0119,1996-08-09,1996-08-10,2.0,flash flood,,"Hooghly, Murshidabad and Nadia",,,,,2,,,,2 boys reported missing,IMD,
2437,UEI-IMD-FL-1996-0120,1996-08-13,1996-08-15,3.0,severe flood,,Nadia,,,,,,,,,,IMD,
2438,UEI-IMD-FL-1996-0121,1996-08-21,1996-08-21,1.0,heavy rains,,Kolkata,,,,,1,,,,1 person died,IMD,
2439,UEI-IMD-FL-1996-0122,1996-08-27,1996-08-27,1.0,severe flood,,Malda and Murshidabad,,,,,,,,,,IMD,
2440,UEI-IMD-FL-1996-0123,1996-08-30,1996-08-30,1.0,flash flood,,South 24 Parganas,,,,,,,,,,IMD,
2441,UEI-IMD-FL-1996-0124,1996-08-31,1996-08-31,1.0,heavy rains,,Malda and Murshidabad,,,,,6,,,,6 persons died in Malda district,IMD,
2442,UEI-IMD-FL-1996-0125,1996-09-26,1996-09-27,2.0,heavy rains,,Kolkata,,,,,1,,,,1 person drowned and 1 girl died,IMD,
2443,UEI-IMD-FL-1996-0126,1996-09-27,1996-09-27,1.0,heavy rains,,North 24 Parganas,,,,,,,,,,IMD,
2444,UEI-IMD-FL-1996-0127,1996-10-28,1996-10-29,2.0,"heavy rains , severe flood",,"Kolkata and neighbourhood, Howrah, Medinipur, Nadia and North 24 Parganas",,,,,27,,,,i)2 persons died at Nadia ii)25 fishermen reported missing in Nadia,IMD,
2445,UEI-IMD-FL-1996-0128,1996-10-21,1996-10-21,1.0,heavy rains,,Chandigarh,,,,,,,,,,IMD,
2446,UEI-IMD-FL-1996-0129,1996-06-24,1996-06-24,1.0,heavy rains,,Delhi,,,,,2,,,,2 persons died due to wall collapse in Ambedkarnagar ,IMD,
2447,UEI-IMD-FL-1996-0130,1996-06-25,1996-06-25,1.0,heavy rains,,Delhi,,,,,8,,,,8 persons died in different incidents of roof/wall collapse and short circuing,IMD,
2448,UEI-IMD-FL-1997-0001,1997-03-18,1997-03-18,1.0,heavy rains,,Mahbubnagar,,,,,,,,,,IMD,
2449,UEI-IMD-FL-1997-0002,1997-09-08,1997-09-14,7.0,heavy rains,,"Ananthapur, Chittoor, Guntur, Krishna, Kumool Nellore and Prakasam",,,,,44,,,,44 persons died,IMD,
2450,UEI-IMD-FL-1997-0003,1997-09-22,1997-09-28,7.0,heavy rains,,"Guntur, Hyderabad, Krishna, Prakasam, Visakhapatnam, West Godavari and East Godavari, Khammam and Nellore",,,,,32,,,326,i)32 persons died ii)326 cattle perished,IMD,
2451,UEI-IMD-FL-1997-0004,1997-10-22,1997-10-28,7.0,flash flood,,Khammam and Nellore,,,,,9,,,,9 persons died,IMD,
2452,UEI-IMD-FL-1997-0005,1997-11-22,1997-12-14,23.0,severe flood,,"Chittor, Nellore and Prakasam",,,,,14,,,,14 persons died,IMD,
2453,UEI-IMD-FL-1997-0006,1997-06-03,1997-06-03,1.0,heavy rains,,Itanagar,,,,,,,,,,IMD,
2454,UEI-IMD-FL-1997-0007,1997-06-18,1997-06-19,2.0,flash flood,,Lower Subansiri,,,,,8,,,,8 persons died ,IMD,
2455,UEI-IMD-FL-1997-0008,1997-05-17,1997-05-17,1.0,heavy rains,,Sonitpur,,,,,,,,,,IMD,
2456,UEI-IMD-FL-1997-0009,1997-06-01,1997-06-01,1.0,flash flood,,Dhemaji,,,,,,,,,,IMD,
2457,UEI-IMD-FL-1997-0010,1997-06-10,1997-06-30,21.0,severe floods,,"Barpeta, Dhemaji, Goalpara, Jorhat, Lakhimpur and Nalbari",,,,,1,,,,1 persosn died in Barpeta,IMD,
2458,UEI-IMD-FL-1997-0011,1997-07-05,1997-07-05,1.0,flash flood,,Sonitpur,,,,,,,,,,IMD,
2459,UEI-IMD-FL-1997-0012,1997-07-08,1997-07-21,14.0,severe floods,,Almost 75% of the state,,,,,10,,,,10 persosnd died,IMD,
2460,UEI-IMD-FL-1997-0013,1997-09-15,1997-09-28,14.0,severe flood,,Dhemaji and Sonitpur,,,,,2,,,,2 persons died,IMD,
2461,UEI-IMD-FL-1997-0014,1997-09-29,1997-09-29,1.0,moderate floods,,Cachar,,,,,,,,,,IMD,
2462,UEI-IMD-FL-1997-0015,1997-07-02,1997-07-02,1.0,heavy rains,,Madhubani,,,,,,,,,,IMD,
2463,UEI-IMD-FL-1997-0016,1997-07-18,1997-07-18,1.0,flash flood,,"Katihar, Muzaffarpur, Sitamarhi and Siwan",,,,,15,,,,15 persons washed away,IMD,
2464,UEI-IMD-FL-1997-0017,1997-07-21,1997-07-21,1.0,heavy rains,,Patna,,,,,5,,,,5 persons died due to wall collapse at Patna Medical college ,IMD,
2465,UEI-IMD-FL-1997-0018,1997-08-01,1997-08-21,21.0,severe flood,,Entire State,,,,,65,,,,65 persons reported dead,IMD,
2466,UEI-IMD-FL-1997-0019,1997-06-22,1997-06-28,7.0,severe flood,,"Ahmedabad, Banaskantha, Bharuch, Kheda, Mehsanan, Panchmahals, Sabarkantha, Surat, Surendranagar",,,,,172,,,,172 persons died,IMD,
2467,UEI-IMD-FL-1997-0020,1997-07-27,1997-07-27,1.0,severe flood,,"Bharuch, Sabarkantha and Vadodara",,,,,,,,,,IMD,
2468,UEI-IMD-FL-1997-0021,1997-08-07,1997-08-07,1.0,heavy rains,,Kheda,,,,,5,,,,5 persons died,IMD,
2469,UEI-IMD-FL-1997-0022,1997-08-25,1997-08-25,1.0,heavy rains,,Ahmedabad,,,,,10,,,,10 persons died,IMD,
2470,UEI-IMD-FL-1997-0023,1997-08-26,1997-08-28,3.0,heavy rains,,"Ahmedabad, Gandhinagar, Kheda, Sabarkantha, Surat, Vadodara, Valsad",,,,,25,,,,25 persons died,IMD,
2471,UEI-IMD-FL-1997-0024,1997-12-09,1997-12-09,1.0,heavy rains,,Yamunanagar,,,,,1,,,,1 employee of telecom department electrocuted,IMD,
2472,UEI-IMD-FL-1997-0025,1997-08-02,1997-08-02,1.0,heavy rains,,Chamba,,,,,8,,,150,i)4 persons died ad 150 sheep killed due to landslide at Bharmour ii)4 jawans drowned in Beas river ,IMD,
2473,UEI-IMD-FL-1997-0026,1997-08-03,1997-08-03,1.0,heavy rains,,i)Lahaul and Spiti ii)Shimla,,,,,3,,,,"1 killed in a landslide in Udaipur area, 2 persons washed away in Nahan",IMD,
2474,UEI-IMD-FL-1997-0027,1997-08-11,1997-08-12,2.0,flash flood,,Kinnaur and Shimla,,,,,140,,,,140 persons feared killed due to cloud burst,IMD,
2475,UEI-IMD-FL-1997-0028,1997-08-29,1997-08-29,1.0,heavy rains,,Kullu,,,,,,,,,,IMD,
2476,UEI-IMD-FL-1997-0029,1997-11-10,1997-11-10,1.0,heavy rains,,Lahaul and Spiti,,,,,,,,,,IMD,
2477,UEI-IMD-FL-1997-0030,1997-08-22,1997-08-28,7.0,moderate floods,,Kashmir Valley,,,,,48,,,"4,809",i)48 persons died due to flood and house collapsed ii)474 cattleheads perished,IMD,
2478,UEI-IMD-FL-1997-0031,1997-04-30,1997-05-01,2.0,heavy rains,,Raichur,,,,,3,,,,3 persons died,IMD,
2479,UEI-IMD-FL-1997-0032,1997-05-13,1997-05-13,1.0,heavy rains,,Mysore,,,,,,6,,,6 persons injured,IMD,
2480,UEI-IMD-FL-1997-0033,1997-06-27,1997-06-27,1.0,heavy rains,,Kodagu,,,,,1,,,,1 person died due to wall collapse,IMD,
2481,UEI-IMD-FL-1997-0034,1997-07-10,1997-07-26,4.0,heavy rains,,Dakshina Kannada,,,,,10,,,,10 persons died,IMD,
